,TEMPERATURE[degC],HUMIDITY[%],POA Irr[kW1m2],Pac,TempModule,TempCell,GHI[kW1m2],P_Solar[kW],P/Pac
2018-10-01 08:00:00,11.022111111111096,0.8024722222222263,0.5677724999999999,4.145038720693809,23.094009711551887,24.797327211551888,0.3653666666666668,4.060663055555556,0.9796441792649574
2018-10-01 09:00:00,11.477555555555549,0.7348333333333318,0.4878488888888888,3.519573469263064,21.995344346151864,23.45889101281853,0.3216119444444443,3.4455111111111107,0.978957007490041
2018-10-01 10:00:00,12.106222222222236,0.6789166666666636,0.6138119444444442,4.387847523012233,24.989839501740803,26.83127533507414,0.4132116666666667,4.314850833333333,0.9833638955556074
2018-10-01 11:00:00,11.880388888888888,0.6769722222222191,0.4959605555555554,3.53026872355334,22.2478178985187,23.735699565185367,0.313397222222222,3.4843272222222232,0.9869864010564967
2018-10-01 12:00:00,12.216111111111118,0.6633611111111078,0.5683602777777778,4.076180863076574,23.54811203819609,25.253192871529425,0.3275547222222223,3.9687808333333336,0.973651799723583
2018-10-01 13:00:00,12.074611111111082,0.6441388888888858,0.6110375000000003,4.428887746490042,23.1111353302812,24.9442478302812,0.3002374999999997,5.0397075000000005,1.1379171901554836
2018-10-01 14:00:00,12.149944444444444,0.6482777777777743,0.4155452777777778,3.046209126047792,20.67324496283661,21.919880796169934,0.1827522222222222,2.844687484541671,0.9338451061081355
2018-10-01 15:00:00,11.592484848484863,0.6999999999999967,0.2214642424242424,1.6655733778054354,16.47969994964561,17.144092676918337,0.0785842424242423,1.359571818181818,0.8162785478555102
2018-10-01 16:00:00,11.317333333333329,0.6999999999999967,0.1216544444444444,0.9313035078948028,13.9387776597313,14.30374099306463,0.0255099999999999,0.792563683270718,0.8510261977454546
2018-10-02 07:00:00,8.220299999999998,0.800000000000004,0.068925,0.5385779463400736,9.699403105872497,9.906178105872495,0.1026756666666667,0.4674773333333332,0.8679845443172947
2018-10-02 08:00:00,8.456111111111086,0.8021111111111153,0.0914841666666667,0.7132272857233795,10.228681823351586,10.503134323351588,0.143026111111111,0.6513327777777778,0.9132190969351008
2018-10-02 09:00:00,8.901666666666651,0.8458888888888927,0.1123297222222222,0.8726071996428488,10.994022530693982,11.33101169736065,0.1686444444444443,0.8178383333333336,0.9372353719612538
2018-10-02 10:00:00,8.996583333333335,0.9000000000000027,0.087945,0.6846265751786834,10.471156772839509,10.734991772839509,0.1376886111111112,0.6262361111111114,0.914711952202071
2018-10-02 11:00:00,8.795333333333344,0.9000000000000026,0.0694254545454546,0.5423419910474109,9.893255752832648,10.101532116469013,0.1099266666666667,0.4695948484848485,0.8658648163641769
2018-10-02 12:00:00,9.052444444444411,0.9000000000000027,0.0720022222222222,0.5615544182041027,10.22759018177926,10.443596848445926,0.1109533333333333,0.4897855555555552,0.8721960680532614
2018-10-02 13:00:00,10.946533333333338,0.8606666666666701,0.2017406666666665,1.5274783214520045,14.479145727194895,15.084367727194897,0.1542256666666667,1.7295226666666663,1.132273134339871
2018-10-02 14:00:00,11.158277777777768,0.7534722222222223,0.2962822222222221,2.2174753331082115,16.23779800036046,17.126644667027126,0.1726408333333333,1.813120555555556,0.8176508340294024
2018-10-02 15:00:00,11.358708333333343,0.6999999999999967,0.2577895833333333,1.9523063423100215,15.544754593182114,16.318123343182116,0.10619125,1.7166358333333331,0.8792861018430966
2018-10-03 06:00:00,9.375583333333372,0.7027499999999968,0.0822749999999999,0.6401959210624679,10.666346076795714,10.913171076795711,0.0883966666666667,0.4736541666666669,0.739858145113751
